Gene stable ID	Transcript stable ID	Transcription start site (TSS)	NCBI gene ID	RefSeq mRNA ID	Gene name	Chromosome/scaffold name	Strand
ENSG00000067066	ENST00000409341	230416247	6672	NM_001206702	SP100	2	1
ENSG00000067066	ENST00000409112	230416266	6672	NM_001206701	SP100	2	1
ENSG00000067066	ENST00000340126	230416266	6672	NM_001080391	SP100	2	1
ENSG00000067066	ENST00000409897	230416756	6672	NM_001206704	SP100	2	1
ENSG00000067066	ENST00000427101	230416156	6672	NM_001206703	SP100	2	1
ENSG00000132002	ENST00000254322	14518420	3337	NM_006145	DNAJB1	19	-1
ENSG00000132002	ENST00000396969	14529308	3337	NM_001313964	DNAJB1	19	-1
ENSG00000132002	ENST00000396969	14529308	3337	NM_001300914	DNAJB1	19	-1
ENSG00000172969	ENST00000308062	75664330	100288801	NM_001124759	FRG2C	3	1
ENSG00000165406	ENST00000453424	45535394	220972	NM_001282866	MARCH8	10	-1
ENSG00000165406	ENST00000395769	45535371	220972	NM_001002266	MARCH8	10	-1
ENSG00000165406	ENST00000319836	45594906	220972	NM_145021	MARCH8	10	-1
ENSG00000115756	ENST00000307845	10302907	3241	NM_002149	HPCAL1	2	1
ENSG00000115756	ENST00000381765	10303700	3241	NM_134421	HPCAL1	2	1
ENSG00000115756	ENST00000622018	10330163	3241	NM_001258357	HPCAL1	2	1
ENSG00000115756	ENST00000620771	10368764	3241	NM_001258359	HPCAL1	2	1
ENSG00000115756	ENST00000613496	10368678	3241	NM_001258358	HPCAL1	2	1
ENSG00000167775	ENST00000537716	8308350	51293	NM_001165895	CD320	19	-1
ENSG00000167775	ENST00000301458	8308355	51293	NM_016579	CD320	19	-1
ENSG00000156875	ENST00000370152	100038097	64645	NM_033055	MFSD14A	1	1
ENSG00000150627	ENST00000508596	176065834	116966	NM_181265	WDR17	4	1
ENSG00000150627	ENST00000280190	176065981	116966	NM_170710	WDR17	4	1
ENSG00000157168	ENST00000518104	31639386	3084	NM_001159999	NRG1	8	1
ENSG00000157168	ENST00000518104	31639386	3084	NM_001159995	NRG1	8	1
ENSG00000157168	ENST00000518104	31639386	3084	NM_001322203	NRG1	8	1
ENSG00000157168	ENST00000519301	31639386	3084	NM_001322205	NRG1	8	1
ENSG00000157168	ENST00000519301	31639386	3084	NM_001160001	NRG1	8	1
ENSG00000157168	ENST00000519301	31639386	3084	NM_001322201	NRG1	8	1
ENSG00000157168	ENST00000519301	31639386	3084	NM_001322202	NRG1	8	1
ENSG00000157168	ENST00000520407	31639755	3084	NM_001160005	NRG1	8	1
ENSG00000157168	ENST00000520407	31639755	3084	NM_013962	NRG1	8	1
ENSG00000157168	ENST00000631040	32221042	3084	NM_013958	NRG1	8	1
ENSG00000157168	ENST00000631040	32221042	3084	NM_004495	NRG1	8	1
ENSG00000157168	ENST00000523079	32548210	3084	NM_001160004	NRG1	8	1
ENSG00000157168	ENST00000523079	32548210	3084	NM_001160008	NRG1	8	1
ENSG00000157168	ENST00000356819	32548267	3084	NM_013957	NRG1	8	1
ENSG00000157168	ENST00000521670	32548619	3084	NM_013960	NRG1	8	1
ENSG00000157168	ENST00000287842	32548635	3084	NM_013956	NRG1	8	1
ENSG00000157168	ENST00000405005	32548727	3084	NM_013964	NRG1	8	1
ENSG00000157168	ENST00000520502	32647718	3084	NM_013959	NRG1	8	1
ENSG00000157168	ENST00000539990	32721833	3084	NM_001322197	NRG1	8	1
ENSG00000157168	ENST00000539990	32721833	3084	NM_001159996	NRG1	8	1
ENSG00000166145	ENST00000562057	40844018	6692	NM_001032367	SPINT1	15	1
ENSG00000166145	ENST00000562057	40844018	6692	NM_003710	SPINT1	15	1
ENSG00000166145	ENST00000344051	40844018	6692	NM_181642	SPINT1	15	1
ENSG00000278304	ENST00000612447	54860710	3806	NM_014512	KIR2DS1	CHR_HSCHR19KIR_GRC212_AB_HAP_CTG3_1	1
ENSG00000237333	ENST00000414514	31748922	4439	NM_172166	MSH5	CHR_HSCHR6_MHC_SSTO_CTG1	1
ENSG00000237333	ENST00000414514	31748922	4439	NM_002441	MSH5	CHR_HSCHR6_MHC_SSTO_CTG1	1
ENSG00000237333	ENST00000426512	31748922	4439	NM_172165	MSH5	CHR_HSCHR6_MHC_SSTO_CTG1	1
ENSG00000237333	ENST00000444225	31748922	4439	NM_025259	MSH5	CHR_HSCHR6_MHC_SSTO_CTG1	1
ENSG00000173302	ENST00000309926	130729070	344561	NM_207364	GPR148	2	1
ENSG00000274803	ENST00000611966	70780935	55814	NM_018429	BDP1	CHR_HSCHR5_1_CTG1_1	1
ENSG00000136270	ENST00000258770	45111714	9238	NM_004749	TBRG4	7	-1
ENSG00000136270	ENST00000361278	45111718	9238	NM_199122	TBRG4	7	-1
ENSG00000136270	ENST00000361278	45111718	9238	NM_030900	TBRG4	7	-1
ENSG00000136270	ENST00000494076	45111706	9238	NM_001261834	TBRG4	7	-1
ENSG00000146263	ENST00000275053	97283176	253714	NM_198468	MMS22L	6	-1
ENSG00000146263	ENST00000275053	97283176	253714	NM_001350600	MMS22L	6	-1
ENSG00000146263	ENST00000275053	97283176	253714	NM_001350599	MMS22L	6	-1
ENSG00000112242	ENST00000346618	20402167	1871	NM_001949	E2F3	6	1
ENSG00000112242	ENST00000535432	20403679	1871	NM_001243076	E2F3	6	1
ENSG00000189037	ENST00000339042	44844004	63904	NM_022076	DUSP21	X	1
ENSG00000073067	ENST00000308919	983199	54905	NM_017781	CYP2W1	7	1
ENSG00000164741	ENST00000276297	13514886	10395	NM_182643	DLC1	8	-1
ENSG00000164741	ENST00000276297	13514886	10395	NM_001348081	DLC1	8	-1
ENSG00000164741	ENST00000358919	13133474	10395	NM_006094	DLC1	8	-1
ENSG00000164741	ENST00000512044	13276546	10395	NM_001316668	DLC1	8	-1
ENSG00000164741	ENST00000520226	13116244	10395	NM_001164271	DLC1	8	-1
ENSG00000164741	ENST00000511869	13514887	10395	NM_024767	DLC1	8	-1
ENSG00000111885	ENST00000368468	119349761	4121	NM_005907	MAN1A1	6	-1
ENSG00000077782	ENST00000397091	38468641	2260	NM_015850	FGFR1	8	-1
ENSG00000077782	ENST00000532791	38468622	2260	NM_001174063	FGFR1	8	-1
ENSG00000077782	ENST00000397113	38467900	2260	NM_001174065	FGFR1	8	-1
ENSG00000077782	ENST00000356207	38468616	2260	NM_001174066	FGFR1	8	-1
ENSG00000077782	ENST00000356207	38468616	2260	NM_023105	FGFR1	8	-1
ENSG00000077782	ENST00000335922	38468621	2260	NM_001174064	FGFR1	8	-1
ENSG00000077782	ENST00000326324	38468616	2260	NM_023106	FGFR1	8	-1
ENSG00000077782	ENST00000425967	38467845	2260	NM_001174067	FGFR1	8	-1
ENSG00000077782	ENST00000447712	38468834	2260	NM_023110	FGFR1	8	-1
ENSG00000149798	ENST00000279249	65314818	10435	NM_006779	CDC42EP2	11	1
ENSG00000175040	ENST00000309575	143119331	9435	NM_004267	CHST2	3	1
ENSG00000197283	ENST00000629380	33420070	8831	NM_006772	SYNGAP1	6	1
ENSG00000058085	ENST00000493293	183186238	3918	NM_018891	LAMC2	1	1
ENSG00000058085	ENST00000264144	183186288	3918	NM_005562	LAMC2	1	1
ENSG00000105778	ENST00000318709	32495489	23080	NM_015060	AVL9	7	1
ENSG00000182885	ENST00000333493	57668187	222487	NM_170776	ADGRG3	16	1
ENSG00000182885	ENST00000450388	57668308	222487	NM_001308360	ADGRG3	16	1
ENSG00000162694	ENST00000370113	100894812	2135	NM_001439	EXTL2	1	-1
ENSG00000162694	ENST00000370114	100895998	2135	NM_001261440	EXTL2	1	-1
ENSG00000162694	ENST00000370114	100895998	2135	NM_001033025	EXTL2	1	-1
ENSG00000162694	ENST00000450240	100894664	2135	NM_001261441	EXTL2	1	-1
ENSG00000162694	ENST00000535414	100895179	2135	NM_001261442	EXTL2	1	-1
ENSG00000197361	ENST00000360587	63597353	283807	NM_203373	FBXL22	15	1
ENSG00000151025	ENST00000376351	25175062	57512	NM_020752	GPR158	10	1
ENSG00000104756	ENST00000221200	25458467	54793	NM_017634	KCTD9	8	-1
ENSG00000158006	ENST00000374282	25998157	5051	NM_000437	PAFAH2	1	-1
ENSG00000146700	ENST00000275560	76409695	136853	NM_080744	SSC4D	7	-1
ENSG00000152766	ENST00000371930	88851818	118932	NM_144590	ANKRD22	10	-1
ENSG00000166340	ENST00000299427	6619461	1200	NM_000391	TPP1	11	-1
ENSG00000158571	ENST00000375006	54994078	5207	NM_001271804	PFKFB1	X	-1
ENSG00000158571	ENST00000375006	54994078	5207	NM_002625	PFKFB1	X	-1
ENSG00000158571	ENST00000545676	54998534	5207	NM_001271805	PFKFB1	X	-1
ENSG00000274195	ENST00000612855	7377169	100131980	NM_001164457	ZNF705G	CHR_HSCHR8_3_CTG1	-1
ENSG00000182415	ENST00000250838	18025787	9426	NM_004825	CDY2A	Y	1
ENSG00000168028	ENST00000301821	39406689	3921	NM_002295	RPSA	3	1
ENSG00000168028	ENST00000301821	39406689	388524	NM_002295	RPSA	3	1
ENSG00000168028	ENST00000443003	39406735	3921	NM_001304288	RPSA	3	1
ENSG00000168028	ENST00000443003	39406735	388524	NM_001304288	RPSA	3	1
ENSG00000273707	ENST00000616138	2885904	1028	NM_000076	CDKN1C	CHR_HSCHR11_1_CTG7	-1
ENSG00000273707	ENST00000313407	2885836	1028	NM_001122630	CDKN1C	CHR_HSCHR11_1_CTG7	-1
ENSG00000273707	ENST00000313407	2885836	1028	NM_001122631	CDKN1C	CHR_HSCHR11_1_CTG7	-1
ENSG00000014138	ENST00000265465	65261762	23649	NM_002689	POLA2	11	1
ENSG00000278062	ENST00000612318	144758837	90987	NM_138367	ZNF251	CHR_HSCHR8_2_CTG7	-1
ENSG00000147872	ENST00000276914	19127576	123	NM_001122	PLIN2	9	-1
ENSG00000170027	ENST00000307630	76359031	7532	NM_012479	YWHAG	7	-1
ENSG00000117281	ENST00000369288	145719520	11126	NM_007053	CD160	1	1
ENSG00000168003	ENST00000377890	62856102	6520	NM_002394	SLC3A2	11	1
ENSG00000168003	ENST00000377891	62856111	6520	NM_001012662	SLC3A2	11	1
ENSG00000168003	ENST00000377889	62856144	6520	NM_001012664	SLC3A2	11	1
ENSG00000168003	ENST00000338663	62880872	6520	NM_001013251	SLC3A2	11	1
ENSG00000163626	ENST00000295890	73069741	285521	NM_001297733	COX18	4	-1
ENSG00000163626	ENST00000295890	73069741	285521	NM_173827	COX18	4	-1
ENSG00000163626	ENST00000295890	73069741	285521	NM_001300729	COX18	4	-1
ENSG00000163626	ENST00000507544	73069692	285521	NM_001297732	COX18	4	-1
ENSG00000101871	ENST00000380779	10576955	4281	NM_001193277	MID1	X	-1
ENSG00000101871	ENST00000380787	10833654	4281	NM_033290	MID1	X	-1
ENSG00000101871	ENST00000453318	10677739	4281	NM_001098624	MID1	X	-1
ENSG00000101871	ENST00000610939	10567603	4281	NM_001193281	MID1	X	-1
ENSG00000101871	ENST00000616003	10567603	4281	NM_001193279	MID1	X	-1
ENSG00000101871	ENST00000616003	10567603	4281	NM_001193280	MID1	X	-1
ENSG00000101871	ENST00000616003	10567603	4281	NM_001193278	MID1	X	-1
ENSG00000101871	ENST00000317552	10620634	4281	NM_000381	MID1	X	-1
ENSG00000101871	ENST00000317552	10620634	4281	NM_033289	MID1	X	-1
ENSG00000273931	ENST00000610808	54840878	3809	NM_001281971	KIR2DS4	CHR_HSCHR19_4_CTG3_1	1
ENSG00000273931	ENST00000610808	54840878	3809	NM_001281972	KIR2DS4	CHR_HSCHR19_4_CTG3_1	1
ENSG00000229470	ENST00000428189	30547405	2794	NM_005275	GNL1	CHR_HSCHR6_MHC_DBB_CTG1	-1
ENSG00000092621	ENST00000641023	119711715	26227	NM_006623	PHGDH	1	1
ENSG00000175336	ENST00000398189	56362823	319	NM_001638	APOF	12	-1
ENSG00000271092	ENST00000604534	95117923	100527978	NM_001199691	TMEM56-RWDD3	1	1
ENSG00000117748	ENST00000373912	27914743	6118	NM_002946	RPA2	1	-1
ENSG00000117748	ENST00000373912	27914743	6118	NM_001355129	RPA2	1	-1
ENSG00000117748	ENST00000373909	27914746	6118	NM_001297558	RPA2	1	-1
ENSG00000117748	ENST00000313433	27914513	6118	NM_001286076	RPA2	1	-1
ENSG00000136295	ENST00000258796	2631951	80727	NM_025250	TTYH3	7	1
ENSG00000159256	ENST00000400485	36320189	23515	NM_015358	MORC3	21	1
ENSG00000159256	ENST00000400485	36320189	23515	NM_001320446	MORC3	21	1
ENSG00000159256	ENST00000400485	36320189	23515	NM_001320445	MORC3	21	1
ENSG00000138166	ENST00000369583	110497838	1847	NM_004419	DUSP5	10	1
ENSG00000197965	ENST00000359523	167721950	9019	NM_003953	MPZL1	1	1
ENSG00000197965	ENST00000392121	167721989	9019	NM_001146191	MPZL1	1	1
ENSG00000197965	ENST00000474859	167722152	9019	NM_024569	MPZL1	1	1
ENSG00000213203	ENST00000307194	150716557	170575	NM_130759	GIMAP1	7	1
ENSG00000155980	ENST00000455537	57549998	3798	NM_004984	KIF5A	12	1
ENSG00000175895	ENST00000315367	95133804	79666	NM_024613	PLEKHF2	8	1
ENSG00000261150	ENST00000615648	143878464	83481	NM_031308	EPPK1	8	-1
ENSG00000142686	ENST00000270815	35719472	127703	NM_152374	C1orf216	1	-1
ENSG00000206357	ENST00000383343	31949469	7936	NM_002904	NELFE	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000383446	31642619	7917	NM_001098534	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000361076	31642861	7917	NM_004639	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000383448	31642931	7917	NM_080702	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000383448	31642931	7917	NM_080703	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000552605	31642926	7917	NM_001199698	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000096155	ENST00000617635	31642926	7917	NM_001199697	BAG6	CHR_HSCHR6_MHC_QBL_CTG1	-1
ENSG00000171435	ENST00000425217	117968223	283455	NM_173598	KSR2	12	-1
ENSG00000229252	ENST00000415289	30479706	3133	NM_005516	HLA-E	CHR_HSCHR6_MHC_DBB_CTG1	1
ENSG00000135316	ENST00000355238	85642991	10492	NM_001159677	SYNCRIP	6	-1
ENSG00000135316	ENST00000355238	85642991	10492	NM_001159676	SYNCRIP	6	-1
ENSG00000135316	ENST00000355238	85642991	10492	NM_001159674	SYNCRIP	6	-1
ENSG00000135316	ENST00000369622	85643285	10492	NM_001159675	SYNCRIP	6	-1
ENSG00000135316	ENST00000369622	85643285	10492	NM_006372	SYNCRIP	6	-1
ENSG00000135316	ENST00000616122	85642922	10492	NM_001253771	SYNCRIP	6	-1
ENSG00000135316	ENST00000616122	85642922	10492	NM_001159673	SYNCRIP	6	-1
ENSG00000198556	ENST00000331410	99472841	285989	NM_213603	ZNF789	7	1
ENSG00000198556	ENST00000379724	99472912	285989	NM_001013258	ZNF789	7	1
ENSG00000111305	ENST00000337630	13095675	83445	NM_153823	GSG1	12	-1
ENSG00000111305	ENST00000396302	13095806	83445	NM_031289	GSG1	12	-1
ENSG00000111305	ENST00000457134	13095648	83445	NM_001206845	GSG1	12	-1
ENSG00000111305	ENST00000432710	13103645	83445	NM_001080555	GSG1	12	-1
ENSG00000111305	ENST00000432710	13103645	83445	NM_001206842	GSG1	12	-1
ENSG00000111305	ENST00000537302	13095662	83445	NM_001206843	GSG1	12	-1
ENSG00000111305	ENST00000351606	13103645	83445	NM_001080554	GSG1	12	-1
ENSG00000008735	ENST00000329492	50600685	23542	NM_012324	MAPK8IP2	22	1
ENSG00000204740	ENST00000454679	19048771	340895	NM_001142308	MALRD1	10	1
ENSG00000143393	ENST00000368874	151327715	5298	NM_001198774	PI4KB	1	-1
ENSG00000143393	ENST00000368875	151327657	5298	NM_002651	PI4KB	1	-1
ENSG00000143393	ENST00000368873	151327411	5298	NM_001330721	PI4KB	1	-1
ENSG00000143393	ENST00000529142	151327657	5298	NM_001198775	PI4KB	1	-1
ENSG00000143393	ENST00000368872	151327419	5298	NM_001198773	PI4KB	1	-1
ENSG00000226704	ENST00000426095	31882094	3305	NM_005527	HSPA1L	CHR_HSCHR6_MHC_APD_CTG1	-1
ENSG00000011021	ENST00000346436	11806211	1185	NM_001286	CLCN6	1	1
ENSG00000011021	ENST00000312413	11806096	1185	NM_001256959	CLCN6	1	1
ENSG00000184277	ENST00000428002	101652376	80213	NM_001307960	TM2D3	15	-1
ENSG00000184277	ENST00000559107	101652384	80213	NM_001308026	TM2D3	15	-1
ENSG00000184277	ENST00000347970	101652391	80213	NM_025141	TM2D3	15	-1
ENSG00000184277	ENST00000333202	101652367	80213	NM_078474	TM2D3	15	-1
ENSG00000165566	ENST00000357816	25172288	219287	NM_199138	AMER2	13	-1
ENSG00000165566	ENST00000515384	25172287	219287	NM_152704	AMER2	13	-1
ENSG00000136247	ENST00000405731	6577434	55146	NM_018106	ZDHHC4	7	1
ENSG00000136247	ENST00000405731	6577434	55146	NM_001134389	ZDHHC4	7	1
ENSG00000136247	ENST00000396713	6577434	55146	NM_001134387	ZDHHC4	7	1
ENSG00000136247	ENST00000396707	6577434	55146	NM_001134388	ZDHHC4	7	1
ENSG00000125637	ENST00000245796	113173971	23550	NM_012455	PSD4	2	1
ENSG00000144036	ENST00000272427	72826041	23233	NM_001321733	EXOC6B	2	-1
ENSG00000144036	ENST00000272427	72826041	23233	NM_015189	EXOC6B	2	-1
ENSG00000144036	ENST00000634650	72826019	23233	NM_001321734	EXOC6B	2	-1
ENSG00000144036	ENST00000634650	72826019	23233	NM_001321731	EXOC6B	2	-1
ENSG00000144036	ENST00000634650	72826019	23233	NM_001321729	EXOC6B	2	-1
ENSG00000144036	ENST00000634650	72826019	23233	NM_001321730	EXOC6B	2	-1
ENSG00000111875	ENST00000229595	118894220	25842	NM_014034	ASF1A	6	1
ENSG00000189221	ENST00000338702	43656219	4128	NM_000240	MAOA	X	1
ENSG00000189221	ENST00000542639	43654907	4128	NM_001270458	MAOA	X	1
ENSG00000235134	ENST00000436607	32114742	1589	NM_000500	CYP21A2	CHR_HSCHR6_MHC_MCF_CTG1	1
ENSG00000235134	ENST00000448877	32114859	1589	NM_001128590	CYP21A2	CHR_HSCHR6_MHC_MCF_CTG1	1
ENSG00000094916	ENST00000209875	54280102	23468	NM_012117	CBX5	12	-1
ENSG00000094916	ENST00000439541	54259592	23468	NM_001127321	CBX5	12	-1
ENSG00000094916	ENST00000550411	54259545	23468	NM_001127322	CBX5	12	-1
ENSG00000067064	ENST00000381344	1049170	3422	NM_004508	IDI1	10	-1
ENSG00000067064	ENST00000381344	1049170	3422	NM_001317955	IDI1	10	-1
ENSG00000067064	ENST00000381344	1049170	3422	NM_001317956	IDI1	10	-1
ENSG00000067064	ENST00000427898	1048397	3422	NM_001317957	IDI1	10	-1
ENSG00000177674	ENST00000376637	11736084	57085	NM_001040195	AGTRAP	1	1
ENSG00000177674	ENST00000400895	11736124	57085	NM_001040197	AGTRAP	1	1
ENSG00000177674	ENST00000376629	11736147	57085	NM_001040194	AGTRAP	1	1
ENSG00000177674	ENST00000314340	11736155	57085	NM_020350	AGTRAP	1	1
ENSG00000177674	ENST00000452018	11736173	57085	NM_001040196	AGTRAP	1	1
ENSG00000119541	ENST00000238497	63422463	9525	NM_004869	VPS4B	18	-1
ENSG00000138942	ENST00000326132	31160193	91445	NM_152267	RNF185	22	1
ENSG00000138942	ENST00000266252	31160243	91445	NM_001135825	RNF185	22	1
ENSG00000148377	ENST00000277517	1025859	91734	NM_033261	IDI2	10	-1
ENSG00000121361	ENST00000240662	21774821	3764	NM_004982	KCNJ8	12	-1
ENSG00000168016	ENST00000429976	36945057	9881	NM_014831	TRANK1	3	-1
ENSG00000168016	ENST00000429976	36945057	9881	NM_001329998	TRANK1	3	-1
ENSG00000136052	ENST00000258538	104928655	84102	NM_032148	SLC41A2	12	-1
ENSG00000136052	ENST00000258538	104928655	84102	NM_001352172	SLC41A2	12	-1
ENSG00000136052	ENST00000258538	104928655	84102	NM_001352169	SLC41A2	12	-1
ENSG00000136052	ENST00000258538	104928655	84102	NM_001352171	SLC41A2	12	-1
ENSG00000136052	ENST00000258538	104928655	84102	NM_001352170	SLC41A2	12	-1
ENSG00000122644	ENST00000356797	12686908	10124	NM_001037164	ARL4A	7	1
ENSG00000122644	ENST00000396664	12686908	10124	NM_212460	ARL4A	7	1
ENSG00000122644	ENST00000396663	12687286	10124	NM_005738	ARL4A	7	1
ENSG00000122644	ENST00000396663	12687286	10124	NM_001195396	ARL4A	7	1
ENSG00000180138	ENST00000379800	37105664	122011	NM_145203	CSNK1A1L	13	-1
ENSG00000277620	ENST00000614190	54724450	115653	NM_153443	KIR3DL3	CHR_HSCHR19KIR_RSH_BA2_HAP_CTG3_1	1
ENSG00000169862	ENST00000304623	11904043	1501	NM_001332	CTNND2	5	-1
ENSG00000169862	ENST00000511377	11589019	1501	NM_001288715	CTNND2	5	-1
ENSG00000169862	ENST00000503622	11588848	1501	NM_001288717	CTNND2	5	-1
ENSG00000169862	ENST00000503622	11588848	1501	NM_001288716	CTNND2	5	-1
ENSG00000048544	ENST00000053468	42217865	55173	NM_018141	MRPS10	6	-1
ENSG00000171551	ENST00000304546	232487828	9427	NM_004826	ECEL1	2	-1
ENSG00000171551	ENST00000409941	232486653	9427	NM_001290787	ECEL1	2	-1
ENSG00000109132	ENST00000226382	41748970	8929	NM_003924	PHOX2B	4	-1
ENSG00000277134	ENST00000610752	54639273	10859	NM_001081637	LILRB1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000277134	ENST00000610752	54639273	10859	NM_001081638	LILRB1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000277134	ENST00000610752	54639273	10859	NM_001081639	LILRB1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000277134	ENST00000610752	54639273	10859	NM_006669	LILRB1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000277134	ENST00000615004	54638715	10859	NM_001278398	LILRB1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000186866	ENST00000331343	45287898	23275	NM_015227	POFUT2	21	-1
ENSG00000186866	ENST00000349485	45287898	23275	NM_133635	POFUT2	21	-1
ENSG00000274348	ENST00000621710	142994995	56302	NM_019841	TRPV5	CHR_HSCHR7_2_CTG6	-1
ENSG00000235222	ENST00000416549	31727396	4439	NM_172166	MSH5	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000235222	ENST00000456839	31727399	4439	NM_002441	MSH5	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000235222	ENST00000419269	31727420	4439	NM_172165	MSH5	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000235222	ENST00000458144	31727420	4439	NM_025259	MSH5	CHR_HSCHR6_MHC_COX_CTG1	1
ENSG00000215475	ENST00000400405	45851736	283514	NM_198849	SIAH3	13	-1
ENSG00000185436	ENST00000327535	24187261	163702	NM_170743	IFNLR1	1	-1
ENSG00000185436	ENST00000327575	24187261	163702	NM_173065	IFNLR1	1	-1
ENSG00000185436	ENST00000374421	24187248	163702	NM_173064	IFNLR1	1	-1
ENSG00000223494	ENST00000415079	30958848	57176	NM_001167733	VARS2	CHR_HSCHR6_MHC_MANN_CTG1	1
ENSG00000223494	ENST00000415079	30958848	57176	NM_020442	VARS2	CHR_HSCHR6_MHC_MANN_CTG1	1
ENSG00000223494	ENST00000546854	30958974	57176	NM_001167734	VARS2	CHR_HSCHR6_MHC_MANN_CTG1	1
ENSG00000184117	ENST00000216121	29581337	8508	NM_003634	NIPSNAP1	22	-1
ENSG00000184117	ENST00000216121	29581337	8508	NM_001202502	NIPSNAP1	22	-1
ENSG00000154620	ENST00000284856	13703567	9087	NM_004202	TMSB4Y	Y	1
ENSG00000224902	ENST00000381722	49579983	729442	NM_001098410	GAGE12H	X	1
ENSG00000174015	ENST00000310521	45702311	220082	NM_152719	SPERT	13	1
ENSG00000174015	ENST00000533564	45702320	220082	NM_001286341	SPERT	13	1
ENSG00000174015	ENST00000610924	45702469	220082	NM_001286342	SPERT	13	1
ENSG00000112237	ENST00000520429	99568973	892	NM_005190	CCNC	6	-1
ENSG00000112237	ENST00000523799	99568825	892	NM_001013399	CCNC	6	-1
ENSG00000008853	ENST00000519685	22987417	23221	NM_001160036	RHOBTB2	8	1
ENSG00000008853	ENST00000522948	22995841	23221	NM_001160037	RHOBTB2	8	1
ENSG00000008853	ENST00000251822	22999579	23221	NM_015178	RHOBTB2	8	1
ENSG00000144357	ENST00000418381	169827508	130507	NM_172070	UBR3	2	1
ENSG00000149016	ENST00000308436	62591637	64852	NM_022830	TUT1	11	-1
ENSG00000100422	ENST00000216264	46738261	64781	NM_022766	CERK	22	-1
ENSG00000104147	ENST00000220514	41332621	11339	NM_007280	OIP5	15	-1
ENSG00000104147	ENST00000560640	41332487	11339	NM_001317860	OIP5	15	-1
ENSG00000104964	ENST00000221561	3063107	166	NM_198969	AES	19	-1
ENSG00000104964	ENST00000327141	3062557	166	NM_001130	AES	19	-1
ENSG00000104964	ENST00000327141	3062557	166	NM_198970	AES	19	-1
ENSG00000174607	ENST00000310836	114598455	7368	NM_001322114	UGT8	4	1
ENSG00000174607	ENST00000310836	114598455	7368	NM_001322112	UGT8	4	1
ENSG00000174607	ENST00000310836	114598455	7368	NM_001128174	UGT8	4	1
ENSG00000174607	ENST00000310836	114598455	7368	NM_001322113	UGT8	4	1
ENSG00000174607	ENST00000394511	114622367	7368	NM_003360	UGT8	4	1
ENSG00000125965	ENST00000374369	35438243	8200	NM_000557	GDF5	20	-1
ENSG00000125965	ENST00000374372	35454746	8200	NM_001319138	GDF5	20	-1
ENSG00000197385	ENST00000360311	31981774	344787	NM_001137674	ZNF860	3	1
ENSG00000140548	ENST00000268154	90001392	374655	NM_198526	ZNF710	15	1
ENSG00000167098	ENST00000356173	33004433	140732	NM_080675	SUN5	20	-1
ENSG00000125872	ENST00000378858	6054049	164312	NM_152611	LRRN4	20	-1
ENSG00000275525	ENST00000617170	54601860	11024	NM_001278319	LILRA1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000275525	ENST00000617170	54601860	11024	NM_006863	LILRA1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000275525	ENST00000620606	54601872	11024	NM_001278318	LILRA1	CHR_HSCHR19_4_CTG3_1	1
ENSG00000186977	ENST00000334151	30502117	337972	NM_181611	KRTAP19-5	21	-1
ENSG00000157570	ENST00000340160	44764426	90139	NM_130783	TSPAN18	11	1
ENSG00000167037	ENST00000400358	24806269	129049	NM_001098497	SGSM1	22	1
ENSG00000167037	ENST00000400359	24806319	129049	NM_001039948	SGSM1	22	1
ENSG00000167037	ENST00000610372	24806169	129049	NM_133454	SGSM1	22	1
ENSG00000167037	ENST00000610372	24806169	129049	NM_001098498	SGSM1	22	1
ENSG00000129187	ENST00000357067	182917379	1635	NM_001012732	DCTD	4	-1
ENSG00000129187	ENST00000438320	182917594	1635	NM_001921	DCTD	4	-1
ENSG00000276539	ENST00000611695	101028709	54886	NM_207299	PLPPR1	CHR_HSCHR9_1_CTG5	1
ENSG00000276539	ENST00000614834	101185035	54886	NM_017753	PLPPR1	CHR_HSCHR9_1_CTG5	1
ENSG00000115145	ENST00000263904	152175992	10254	NM_005843	STAM2	2	-1
ENSG00000089818	ENST00000339754	8082211	25977	NM_015509	NECAP1	12	1
ENSG00000010626	ENST00000007969	6904733	10233	NM_201650	LRRC23	12	1
ENSG00000010626	ENST00000323702	6904841	10233	NM_006992	LRRC23	12	1
ENSG00000010626	ENST00000443597	6904906	10233	NM_001135217	LRRC23	12	1
